"Bedrijfstakken/branches (SBI 2008)";"Perioden";"Omzet ongecorrigeerd/Indexcijfers/Waarde (2015=100)";"Omzet ongecorrigeerd/Indexcijfers/Volume (2015=100)"
"4719, 474-477 Winkels in non-foodart.";"2019 juli";"   110.6";"   111.8"
"4719, 474-477 Winkels in non-foodart.";"2019 augustus";"   104.4";"   103.9"
"4719, 474-477 Winkels in non-foodart.";"2019 september";"   103.2";"   101.7"
"4719, 474-477 Winkels in non-foodart.";"2019 oktober";"   114.3";"   111.6"
"4719, 474-477 Winkels in non-foodart.";"2019 november";"   116.2";"   112.8"
"4719, 474-477 Winkels in non-foodart.";"2019 december";"   129.0";"   125.7"
"4719, 474-477 Winkels in non-foodart.";"2020 januari*";"    99.0";"    99.4"
"4719, 474-477 Winkels in non-foodart.";"2020 februari*";"    94.1";"    92.7"
"4719, 474-477 Winkels in non-foodart.";"2020 maart*";"    91.3";"    89.3"
"4719, 474-477 Winkels in non-foodart.";"2020 april*";"    93.4";"    91.2"
"4719, 474-477 Winkels in non-foodart.";"2020 mei*";"   115.5";"   111.9"
"4719, 474-477 Winkels in non-foodart.";"2020 juni*";"   121.2";"   118.2"
"4719, 474-477 Winkels in non-foodart.";"2020 juli*";"   123.4";"   122.5"
"4719, 474-477 Winkels in non-foodart.";"2020 augustus*";"   108.7";"   107.9"
"4719, 474-477 Winkels in non-foodart.";"2020 september*";"   111.8";"   108.3"
"4719, 474-477 Winkels in non-foodart.";"2020 oktober*";"   117.7";"   112.6"
"4719, 474-477 Winkels in non-foodart.";"2020 november*";"   118.6";"   114.2"
"4719, 474-477 Winkels in non-foodart.";"2020 december*";"   102.9";"    99.1"
"4719, 474-477 Winkels in non-foodart.";"2021 januari*";"    61.6";"    60.3"
"4719, 474-477 Winkels in non-foodart.";"2021 februari*";"    64.4";"    62.3"
"4719, 474-477 Winkels in non-foodart.";"2021 maart*";"    94.3";"    90.1"
"472 Winkels in voedingsmiddelen";"2005 januari";"   101.2";"   121.3"
"472 Winkels in voedingsmiddelen";"2005 februari";"    99.9";"   119.0"
"472 Winkels in voedingsmiddelen";"2005 maart";"   113.5";"   133.9"
"472 Winkels in voedingsmiddelen";"2005 april";"   109.3";"   129.9"
"472 Winkels in voedingsmiddelen";"2005 mei";"   112.1";"   132.8"
"472 Winkels in voedingsmiddelen";"2005 juni";"   120.5";"   142.9"
"472 Winkels in voedingsmiddelen";"2005 juli";"   113.9";"   136.1"
"472 Winkels in voedingsmiddelen";"2005 augustus";"   107.5";"   127.8"
"472 Winkels in voedingsmiddelen";"2005 september";"   113.7";"   136.5"
"472 Winkels in voedingsmiddelen";"2005 oktober";"   111.1";"   132.5"
"472 Winkels in voedingsmiddelen";"2005 november";"   112.8";"   134.2"
"472 Winkels in voedingsmiddelen";"2005 december";"   161.8";"   191.3"
"472 Winkels in voedingsmiddelen";"2006 januari";"   102.6";"   122.0"
"472 Winkels in voedingsmiddelen";"2006 februari";"   103.8";"   123.7"
"472 Winkels in voedingsmiddelen";"2006 maart";"   115.5";"   137.1"
"472 Winkels in voedingsmiddelen";"2006 april";"   114.9";"   135.6"
"472 Winkels in voedingsmiddelen";"2006 mei";"   115.9";"   137.0"
"472 Winkels in voedingsmiddelen";"2006 juni";"   124.6";"   146.3"
"472 Winkels in voedingsmiddelen";"2006 juli";"   113.4";"   133.9"
"472 Winkels in voedingsmiddelen";"2006 augustus";"   110.0";"   128.8"
"472 Winkels in voedingsmiddelen";"2006 september";"   117.0";"   136.9"
"472 Winkels in voedingsmiddelen";"2006 oktober";"   113.0";"   133.3"
"472 Winkels in voedingsmiddelen";"2006 november";"   117.9";"   139.1"
"472 Winkels in voedingsmiddelen";"2006 december";"   160.3";"   188.8"
"472 Winkels in voedingsmiddelen";"2007 januari";"   105.0";"   123.4"
"472 Winkels in voedingsmiddelen";"2007 februari";"   104.4";"   122.7"
"472 Winkels in voedingsmiddelen";"2007 maart";"   117.9";"   138.6"
"472 Winkels in voedingsmiddelen";"2007 april";"   113.3";"   132.5"
"472 Winkels in voedingsmiddelen";"2007 mei";"   117.4";"   137.9"
"472 Winkels in voedingsmiddelen";"2007 juni";"   125.4";"   146.5"
"472 Winkels in voedingsmiddelen";"2007 juli";"   111.1";"   130.3"
"472 Winkels in voedingsmiddelen";"2007 augustus";"   113.2";"   133.0"
"472 Winkels in voedingsmiddelen";"2007 september";"   113.9";"   133.5"
"472 Winkels in voedingsmiddelen";"2007 oktober";"   114.6";"   133.9"
"472 Winkels in voedingsmiddelen";"2007 november";"   118.8";"   138.0"
"472 Winkels in voedingsmiddelen";"2007 december";"   159.9";"   184.9"
"472 Winkels in voedingsmiddelen";"2008 januari";"   105.5";"   121.2"
"472 Winkels in voedingsmiddelen";"2008 februari";"   106.6";"   122.1"
"472 Winkels in voedingsmiddelen";"2008 maart";"   114.7";"   129.9"
"472 Winkels in voedingsmiddelen";"2008 april";"   111.1";"   125.5"
"472 Winkels in voedingsmiddelen";"2008 mei";"   118.4";"   133.3"
"472 Winkels in voedingsmiddelen";"2008 juni";"   114.1";"   128.1"
"472 Winkels in voedingsmiddelen";"2008 juli";"   109.0";"   122.2"
"472 Winkels in voedingsmiddelen";"2008 augustus";"   110.2";"   123.5"
"472 Winkels in voedingsmiddelen";"2008 september";"   110.0";"   123.0"
"472 Winkels in voedingsmiddelen";"2008 oktober";"   113.8";"   127.0"
"472 Winkels in voedingsmiddelen";"2008 november";"   111.9";"   124.0"
"472 Winkels in voedingsmiddelen";"2008 december";"   155.5";"   171.3"
"472 Winkels in voedingsmiddelen";"2009 januari";"   105.3";"   115.7"
"472 Winkels in voedingsmiddelen";"2009 februari";"    97.8";"   106.8"
"472 Winkels in voedingsmiddelen";"2009 maart";"   103.8";"   113.0"
"472 Winkels in voedingsmiddelen";"2009 april";"   108.5";"   118.2"
"472 Winkels in voedingsmiddelen";"2009 mei";"   113.1";"   123.7"
"472 Winkels in voedingsmiddelen";"2009 juni";"   111.0";"   121.5"
"472 Winkels in voedingsmiddelen";"2009 juli";"   108.8";"   120.1"
"472 Winkels in voedingsmiddelen";"2009 augustus";"   102.6";"   113.6"
"472 Winkels in voedingsmiddelen";"2009 september";"   104.9";"   116.9"
"472 Winkels in voedingsmiddelen";"2009 oktober";"   108.4";"   120.3"
